id	scatter_idx	chrom	start	end	scatter_length
ScTjWWh_720-HRSCAF-1163	scat_0002	ScTjWWh_720-HRSCAF-1163	4922442	9844882	4922441
ScTjWWh_720-HRSCAF-1163	scat_0003	ScTjWWh_720-HRSCAF-1163	9844883	14767323	4922441
ScTjWWh_720-HRSCAF-1163	scat_0004	ScTjWWh_720-HRSCAF-1163	14767324	19689764	4922441
ScTjWWh_720-HRSCAF-1163	scat_0005	ScTjWWh_720-HRSCAF-1163	19689765	24612205	4922441
ScTjWWh_720-HRSCAF-1163	scat_0006	ScTjWWh_720-HRSCAF-1163	24612206	29534646	4922441
ScTjWWh_720-HRSCAF-1163	scat_0007	ScTjWWh_720-HRSCAF-1163	29534647	34457087	4922441
ScTjWWh_720-HRSCAF-1163	scat_0008	ScTjWWh_720-HRSCAF-1163	34457088	39379528	4922441
ScTjWWh_720-HRSCAF-1163	scat_0009	ScTjWWh_720-HRSCAF-1163	39379529	44301969	4922441
ScTjWWh_720-HRSCAF-1163	scat_0010	ScTjWWh_720-HRSCAF-1163	44301970	49224410	4922441
ScTjWWh_720-HRSCAF-1163	scat_0011	ScTjWWh_720-HRSCAF-1163	49224411	54146851	4922441
ScTjWWh_720-HRSCAF-1163	scat_0012	ScTjWWh_720-HRSCAF-1163	54146852	59069292	4922441
ScTjWWh_720-HRSCAF-1163	scat_0013	ScTjWWh_720-HRSCAF-1163	59069293	63991733	4922441
ScTjWWh_720-HRSCAF-1163	scat_0014	ScTjWWh_720-HRSCAF-1163	63991734	68914174	4922441
ScTjWWh_720-HRSCAF-1163	scat_0015	ScTjWWh_720-HRSCAF-1163	68914175	73836615	4922441
ScTjWWh_720-HRSCAF-1163	scat_0016	ScTjWWh_720-HRSCAF-1163	73836616	78759056	4922441
ScTjWWh_720-HRSCAF-1163	scat_0017	ScTjWWh_720-HRSCAF-1163	78759057	83681497	4922441
ScTjWWh_720-HRSCAF-1163	scat_0018	ScTjWWh_720-HRSCAF-1163	83681498	88603938	4922441
ScTjWWh_720-HRSCAF-1163	scat_0019	ScTjWWh_720-HRSCAF-1163	88603939	93526376	4922438
ScTjWWh_786-HRSCAF-1271	scat_0001	ScTjWWh_786-HRSCAF-1271	1	4842894	4842894
ScTjWWh_786-HRSCAF-1271	scat_0002	ScTjWWh_786-HRSCAF-1271	4842895	9685788	4842894
ScTjWWh_786-HRSCAF-1271	scat_0003	ScTjWWh_786-HRSCAF-1271	9685789	14528680	4842892
ScTjWWh_799-HRSCAF-1294	scat_0001	ScTjWWh_799-HRSCAF-1294	1	3578679	3578679
ScTjWWh_799-HRSCAF-1294	scat_0002	ScTjWWh_799-HRSCAF-1294	3578680	7157358	3578679
ScTjWWh_799-HRSCAF-1294	scat_0003	ScTjWWh_799-HRSCAF-1294	7157359	10736036	3578678
ScTjWWh_829-HRSCAF-1348	scat_0001	ScTjWWh_829-HRSCAF-1348	1	4904935	4904935
ScTjWWh_829-HRSCAF-1348	scat_0002	ScTjWWh_829-HRSCAF-1348	4904936	9809870	4904935
ScTjWWh_829-HRSCAF-1348	scat_0003	ScTjWWh_829-HRSCAF-1348	9809871	14714805	4904935
ScTjWWh_829-HRSCAF-1348	scat_0004	ScTjWWh_829-HRSCAF-1348	14714806	19619740	4904935
ScTjWWh_829-HRSCAF-1348	scat_0005	ScTjWWh_829-HRSCAF-1348	19619741	24524675	4904935
ScTjWWh_829-HRSCAF-1348	scat_0006	ScTjWWh_829-HRSCAF-1348	24524676	29429610	4904935
ScTjWWh_829-HRSCAF-1348	scat_0007	ScTjWWh_829-HRSCAF-1348	29429611	34334545	4904935
ScTjWWh_829-HRSCAF-1348	scat_0008	ScTjWWh_829-HRSCAF-1348	34334546	39239480	4904935
ScTjWWh_829-HRSCAF-1348	scat_0009	ScTjWWh_829-HRSCAF-1348	39239481	44144415	4904935
ScTjWWh_829-HRSCAF-1348	scat_0010	ScTjWWh_829-HRSCAF-1348	44144416	49049350	4904935
ScTjWWh_829-HRSCAF-1348	scat_0011	ScTjWWh_829-HRSCAF-1348	49049351	53954285	4904935
ScTjWWh_829-HRSCAF-1348	scat_0012	ScTjWWh_829-HRSCAF-1348	53954286	58859220	4904935
ScTjWWh_829-HRSCAF-1348	scat_0013	ScTjWWh_829-HRSCAF-1348	58859221	63764155	4904935
ScTjWWh_829-HRSCAF-1348	scat_0014	ScTjWWh_829-HRSCAF-1348	63764156	68669090	4904935
ScTjWWh_829-HRSCAF-1348	scat_0015	ScTjWWh_829-HRSCAF-1348	68669091	73574025	4904935
ScTjWWh_829-HRSCAF-1348	scat_0016	ScTjWWh_829-HRSCAF-1348	73574026	78478960	4904935
ScTjWWh_829-HRSCAF-1348	scat_0017	ScTjWWh_829-HRSCAF-1348	78478961	83383895	4904935
ScTjWWh_829-HRSCAF-1348	scat_0018	ScTjWWh_829-HRSCAF-1348	83383896	88288830	4904935
ScTjWWh_829-HRSCAF-1348	scat_0019	ScTjWWh_829-HRSCAF-1348	88288831	93193765	4904935
ScTjWWh_829-HRSCAF-1348	scat_0020	ScTjWWh_829-HRSCAF-1348	93193766	98098700	4904935
ScTjWWh_829-HRSCAF-1348	scat_0021	ScTjWWh_829-HRSCAF-1348	98098701	103003635	4904935
ScTjWWh_829-HRSCAF-1348	scat_0022	ScTjWWh_829-HRSCAF-1348	103003636	107908570	4904935
ScTjWWh_829-HRSCAF-1348	scat_0023	ScTjWWh_829-HRSCAF-1348	107908571	112813488	4904918
ScTjWWh_867-HRSCAF-1412	scat_0001	ScTjWWh_867-HRSCAF-1412	1	4976874	4976874
ScTjWWh_867-HRSCAF-1412	scat_0002	ScTjWWh_867-HRSCAF-1412	4976875	9953748	4976874
ScTjWWh_867-HRSCAF-1412	scat_0003	ScTjWWh_867-HRSCAF-1412	9953749	14930622	4976874
ScTjWWh_867-HRSCAF-1412	scat_0004	ScTjWWh_867-HRSCAF-1412	14930623	19907493	4976871
ScTjWWh_962-HRSCAF-1573	scat_0001	ScTjWWh_962-HRSCAF-1573	1	4007462	4007462
ScTjWWh_962-HRSCAF-1573	scat_0002	ScTjWWh_962-HRSCAF-1573	4007463	8014924	4007462
ScTjWWh_962-HRSCAF-1573	scat_0003	ScTjWWh_962-HRSCAF-1573	8014925	12022386	4007462
ScTjWWh_962-HRSCAF-1573	scat_0004	ScTjWWh_962-HRSCAF-1573	12022387	16029848	4007462
ScTjWWh_962-HRSCAF-1573	scat_0005	ScTjWWh_962-HRSCAF-1573	16029849	20037306	4007458
ScTjWWh_1022-HRSCAF-1675	scat_0001	ScTjWWh_1022-HRSCAF-1675	1	4271324	4271324
ScTjWWh_1022-HRSCAF-1675	scat_0002	ScTjWWh_1022-HRSCAF-1675	4271325	8542648	4271324
ScTjWWh_1022-HRSCAF-1675	scat_0003	ScTjWWh_1022-HRSCAF-1675	8542649	12813972	4271324
ScTjWWh_1022-HRSCAF-1675	scat_0004	ScTjWWh_1022-HRSCAF-1675	12813973	17085296	4271324
ScTjWWh_1022-HRSCAF-1675	scat_0005	ScTjWWh_1022-HRSCAF-1675	17085297	21356620	4271324
ScTjWWh_1022-HRSCAF-1675	scat_0006	ScTjWWh_1022-HRSCAF-1675	21356621	25627940	4271320
ScTjWWh_1396-HRSCAF-2239	scat_0001	ScTjWWh_1396-HRSCAF-2239	1	4081475	4081475
ScTjWWh_1396-HRSCAF-2239	scat_0002	ScTjWWh_1396-HRSCAF-2239	4081476	8162950	4081475
ScTjWWh_1396-HRSCAF-2239	scat_0003	ScTjWWh_1396-HRSCAF-2239	8162951	12244425	4081475
ScTjWWh_1396-HRSCAF-2239	scat_0004	ScTjWWh_1396-HRSCAF-2239	12244426	16325900	4081475
ScTjWWh_1396-HRSCAF-2239	scat_0005	ScTjWWh_1396-HRSCAF-2239	16325901	20407372	4081472
ScTjWWh_1795-HRSCAF-2862	scat_0001	ScTjWWh_1795-HRSCAF-2862	1	4811057	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0002	ScTjWWh_1795-HRSCAF-2862	4811058	9622114	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0003	ScTjWWh_1795-HRSCAF-2862	9622115	14433171	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0004	ScTjWWh_1795-HRSCAF-2862	14433172	19244228	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0005	ScTjWWh_1795-HRSCAF-2862	19244229	24055285	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0006	ScTjWWh_1795-HRSCAF-2862	24055286	28866342	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0007	ScTjWWh_1795-HRSCAF-2862	28866343	33677399	4811057
ScTjWWh_1795-HRSCAF-2862	scat_0008	ScTjWWh_1795-HRSCAF-2862	33677400	38488449	4811050
ScTjWWh_1964-HRSCAF-3119	scat_0001	ScTjWWh_1964-HRSCAF-3119	1	4459607	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0002	ScTjWWh_1964-HRSCAF-3119	4459608	8919214	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0003	ScTjWWh_1964-HRSCAF-3119	8919215	13378821	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0004	ScTjWWh_1964-HRSCAF-3119	13378822	17838428	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0005	ScTjWWh_1964-HRSCAF-3119	17838429	22298035	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0006	ScTjWWh_1964-HRSCAF-3119	22298036	26757642	4459607
ScTjWWh_1964-HRSCAF-3119	scat_0007	ScTjWWh_1964-HRSCAF-3119	26757643	31217244	4459602
ScTjWWh_2389-HRSCAF-3766	scat_0001	ScTjWWh_2389-HRSCAF-3766	1	4885765	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0002	ScTjWWh_2389-HRSCAF-3766	4885766	9771530	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0003	ScTjWWh_2389-HRSCAF-3766	9771531	14657295	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0004	ScTjWWh_2389-HRSCAF-3766	14657296	19543060	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0005	ScTjWWh_2389-HRSCAF-3766	19543061	24428825	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0006	ScTjWWh_2389-HRSCAF-3766	24428826	29314590	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0007	ScTjWWh_2389-HRSCAF-3766	29314591	34200355	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0008	ScTjWWh_2389-HRSCAF-3766	34200356	39086120	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0009	ScTjWWh_2389-HRSCAF-3766	39086121	43971885	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0010	ScTjWWh_2389-HRSCAF-3766	43971886	48857650	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0011	ScTjWWh_2389-HRSCAF-3766	48857651	53743415	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0012	ScTjWWh_2389-HRSCAF-3766	53743416	58629180	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0013	ScTjWWh_2389-HRSCAF-3766	58629181	63514945	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0014	ScTjWWh_2389-HRSCAF-3766	63514946	68400710	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0015	ScTjWWh_2389-HRSCAF-3766	68400711	73286475	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0016	ScTjWWh_2389-HRSCAF-3766	73286476	78172240	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0017	ScTjWWh_2389-HRSCAF-3766	78172241	83058005	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0018	ScTjWWh_2389-HRSCAF-3766	83058006	87943770	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0019	ScTjWWh_2389-HRSCAF-3766	87943771	92829535	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0020	ScTjWWh_2389-HRSCAF-3766	92829536	97715300	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0021	ScTjWWh_2389-HRSCAF-3766	97715301	102601065	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0022	ScTjWWh_2389-HRSCAF-3766	102601066	107486830	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0023	ScTjWWh_2389-HRSCAF-3766	107486831	112372595	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0024	ScTjWWh_2389-HRSCAF-3766	112372596	117258360	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0025	ScTjWWh_2389-HRSCAF-3766	117258361	122144125	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0026	ScTjWWh_2389-HRSCAF-3766	122144126	127029890	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0027	ScTjWWh_2389-HRSCAF-3766	127029891	131915655	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0028	ScTjWWh_2389-HRSCAF-3766	131915656	136801420	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0029	ScTjWWh_2389-HRSCAF-3766	136801421	141687185	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0030	ScTjWWh_2389-HRSCAF-3766	141687186	146572950	4885765
ScTjWWh_2389-HRSCAF-3766	scat_0031	ScTjWWh_2389-HRSCAF-3766	146572951	151458709	4885759
ScTjWWh_2838-HRSCAF-4468	scat_0001	ScTjWWh_2838-HRSCAF-4468	1	4551580	4551580
ScTjWWh_2838-HRSCAF-4468	scat_0002	ScTjWWh_2838-HRSCAF-4468	4551581	9103160	4551580
ScTjWWh_2838-HRSCAF-4468	scat_0003	ScTjWWh_2838-HRSCAF-4468	9103161	13654740	4551580
ScTjWWh_2950-HRSCAF-4635	scat_0001	ScTjWWh_2950-HRSCAF-4635	1	4455125	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0002	ScTjWWh_2950-HRSCAF-4635	4455126	8910250	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0003	ScTjWWh_2950-HRSCAF-4635	8910251	13365375	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0004	ScTjWWh_2950-HRSCAF-4635	13365376	17820500	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0005	ScTjWWh_2950-HRSCAF-4635	17820501	22275625	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0006	ScTjWWh_2950-HRSCAF-4635	22275626	26730750	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0007	ScTjWWh_2950-HRSCAF-4635	26730751	31185875	4455125
ScTjWWh_2950-HRSCAF-4635	scat_0008	ScTjWWh_2950-HRSCAF-4635	31185876	35640997	4455122
ScTjWWh_3655-HRSCAF-5717	scat_0001	ScTjWWh_3655-HRSCAF-5717	1	4825958	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0002	ScTjWWh_3655-HRSCAF-5717	4825959	9651916	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0003	ScTjWWh_3655-HRSCAF-5717	9651917	14477874	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0004	ScTjWWh_3655-HRSCAF-5717	14477875	19303832	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0005	ScTjWWh_3655-HRSCAF-5717	19303833	24129790	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0006	ScTjWWh_3655-HRSCAF-5717	24129791	28955748	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0007	ScTjWWh_3655-HRSCAF-5717	28955749	33781706	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0008	ScTjWWh_3655-HRSCAF-5717	33781707	38607664	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0009	ScTjWWh_3655-HRSCAF-5717	38607665	43433622	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0010	ScTjWWh_3655-HRSCAF-5717	43433623	48259580	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0011	ScTjWWh_3655-HRSCAF-5717	48259581	53085538	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0012	ScTjWWh_3655-HRSCAF-5717	53085539	57911496	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0013	ScTjWWh_3655-HRSCAF-5717	57911497	62737454	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0014	ScTjWWh_3655-HRSCAF-5717	62737455	67563412	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0015	ScTjWWh_3655-HRSCAF-5717	67563413	72389370	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0016	ScTjWWh_3655-HRSCAF-5717	72389371	77215328	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0017	ScTjWWh_3655-HRSCAF-5717	77215329	82041286	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0018	ScTjWWh_3655-HRSCAF-5717	82041287	86867244	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0019	ScTjWWh_3655-HRSCAF-5717	86867245	91693202	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0020	ScTjWWh_3655-HRSCAF-5717	91693203	96519160	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0021	ScTjWWh_3655-HRSCAF-5717	96519161	101345118	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0022	ScTjWWh_3655-HRSCAF-5717	101345119	106171076	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0023	ScTjWWh_3655-HRSCAF-5717	106171077	110997034	4825958
ScTjWWh_3655-HRSCAF-5717	scat_0024	ScTjWWh_3655-HRSCAF-5717	110997035	115822986	4825952
ScTjWWh_3656-HRSCAF-5880	scat_0001	ScTjWWh_3656-HRSCAF-5880	1	3343725	3343725
ScTjWWh_3656-HRSCAF-5880	scat_0002	ScTjWWh_3656-HRSCAF-5880	3343726	6687450	3343725
ScTjWWh_3658-HRSCAF-6021	scat_0001	ScTjWWh_3658-HRSCAF-6021	1	4923279	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0002	ScTjWWh_3658-HRSCAF-6021	4923280	9846558	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0003	ScTjWWh_3658-HRSCAF-6021	9846559	14769837	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0004	ScTjWWh_3658-HRSCAF-6021	14769838	19693116	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0005	ScTjWWh_3658-HRSCAF-6021	19693117	24616395	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0006	ScTjWWh_3658-HRSCAF-6021	24616396	29539674	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0007	ScTjWWh_3658-HRSCAF-6021	29539675	34462953	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0008	ScTjWWh_3658-HRSCAF-6021	34462954	39386232	4923279
ScTjWWh_3658-HRSCAF-6021	scat_0009	ScTjWWh_3658-HRSCAF-6021	39386233	44309503	4923271
scaffold_group001	scat_0001	ScTjWWh_1-HRSCAF-1	1	1806	94559
scaffold_group001	scat_0001	ScTjWWh_2-HRSCAF-5	1	3488	94559
scaffold_group001	scat_0001	ScTjWWh_3-HRSCAF-7	1	1436	94559
scaffold_group001	scat_0001	ScTjWWh_4-HRSCAF-8	1	1588	94559
scaffold_group001	scat_0001	ScTjWWh_5-HRSCAF-10	1	1098	94559
scaffold_group001	scat_0001	ScTjWWh_6-HRSCAF-13	1	1835	94559
scaffold_group001	scat_0001	ScTjWWh_7-HRSCAF-14	1	1442	94559
scaffold_group001	scat_0001	ScTjWWh_8-HRSCAF-16	1	1681	94559
scaffold_group001	scat_0001	ScTjWWh_9-HRSCAF-20	1	7770	94559
scaffold_group001	scat_0001	ScTjWWh_10-HRSCAF-21	1	1369	94559
scaffold_group001	scat_0001	ScTjWWh_11-HRSCAF-22	1	4234	94559
scaffold_group001	scat_0001	ScTjWWh_12-HRSCAF-23	1	2044	94559
scaffold_group001	scat_0001	ScTjWWh_13-HRSCAF-25	1	3433	94559
scaffold_group001	scat_0001	ScTjWWh_14-HRSCAF-27	1	3001	94559
scaffold_group001	scat_0001	ScTjWWh_15-HRSCAF-29	1	2296	94559
scaffold_group001	scat_0001	ScTjWWh_16-HRSCAF-30	1	3268	94559
scaffold_group001	scat_0001	ScTjWWh_17-HRSCAF-35	1	1982	94559
scaffold_group001	scat_0001	ScTjWWh_18-HRSCAF-36	1	1048	94559
scaffold_group001	scat_0001	ScTjWWh_19-HRSCAF-38	1	1050	94559
scaffold_group001	scat_0001	ScTjWWh_20-HRSCAF-40	1	19864	94559
scaffold_group001	scat_0001	ScTjWWh_21-HRSCAF-41	1	7047	94559
scaffold_group001	scat_0001	ScTjWWh_22-HRSCAF-42	1	1999	94559
scaffold_group001	scat_0001	ScTjWWh_23-HRSCAF-43	1	3294	94559
scaffold_group001	scat_0001	ScTjWWh_24-HRSCAF-45	1	3857	94559
scaffold_group001	scat_0001	ScTjWWh_25-HRSCAF-46	1	1781	94559
scaffold_group001	scat_0001	ScTjWWh_26-HRSCAF-47	1	2084	94559
scaffold_group001	scat_0001	ScTjWWh_27-HRSCAF-48	1	1299	94559
scaffold_group001	scat_0001	ScTjWWh_28-HRSCAF-49	1	2921	94559
scaffold_group001	scat_0001	ScTjWWh_29-HRSCAF-50	1	1211	94559
scaffold_group001	scat_0001	ScTjWWh_30-HRSCAF-51	1	3333	94559
scaffold_group002	scat_0001	ScTjWWh_31-HRSCAF-53	1	2707	87802
scaffold_group002	scat_0001	ScTjWWh_32-HRSCAF-55	1	5523	87802
scaffold_group002	scat_0001	ScTjWWh_33-HRSCAF-57	1	9167	87802
scaffold_group002	scat_0001	ScTjWWh_34-HRSCAF-58	1	7300	87802
scaffold_group002	scat_0001	ScTjWWh_35-HRSCAF-59	1	1205	87802
scaffold_group002	scat_0001	ScTjWWh_36-HRSCAF-61	1	1777	87802
scaffold_group002	scat_0001	ScTjWWh_37-HRSCAF-62	1	1142	87802
scaffold_group002	scat_0001	ScTjWWh_38-HRSCAF-63	1	3682	87802
scaffold_group002	scat_0001	ScTjWWh_39-HRSCAF-66	1	2738	87802
scaffold_group002	scat_0001	ScTjWWh_40-HRSCAF-68	1	2610	87802
scaffold_group002	scat_0001	ScTjWWh_41-HRSCAF-70	1	2856	87802
scaffold_group002	scat_0001	ScTjWWh_42-HRSCAF-72	1	3128	87802
scaffold_group002	scat_0001	ScTjWWh_43-HRSCAF-78	1	1461	87802
scaffold_group002	scat_0001	ScTjWWh_44-HRSCAF-80	1	2832	87802
scaffold_group002	scat_0001	ScTjWWh_45-HRSCAF-81	1	5726	87802
scaffold_group002	scat_0001	ScTjWWh_46-HRSCAF-85	1	1260	87802
scaffold_group002	scat_0001	ScTjWWh_47-HRSCAF-87	1	1978	87802
scaffold_group002	scat_0001	ScTjWWh_48-HRSCAF-90	1	4701	87802
scaffold_group002	scat_0001	ScTjWWh_49-HRSCAF-93	1	3258	87802
scaffold_group002	scat_0001	ScTjWWh_50-HRSCAF-96	1	1123	87802
scaffold_group002	scat_0001	ScTjWWh_51-HRSCAF-97	1	1193	87802
scaffold_group002	scat_0001	ScTjWWh_52-HRSCAF-98	1	2845	87802
scaffold_group002	scat_0001	ScTjWWh_53-HRSCAF-100	1	1310	87802
scaffold_group002	scat_0001	ScTjWWh_54-HRSCAF-101	1	1693	87802
scaffold_group002	scat_0001	ScTjWWh_55-HRSCAF-102	1	5893	87802
scaffold_group002	scat_0001	ScTjWWh_56-HRSCAF-103	1	1160	87802
